portfolio_name,generation_date,buy_date,sell_date,raw_factor,risk_adj_factor,portfolio_return,num_stocks_initial,num_stocks_calc
2025-04-14_portf_rawF_0.9_riskAdjF_0.8_pen_0.1,2025-04-14,2025-04-15,2025-04-16,0.9,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_0.9_riskAdjF_0.8_pen_0.2,2025-04-14,2025-04-15,2025-04-16,0.9,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_0.9_riskAdjF_0.8_pen_0.3,2025-04-14,2025-04-15,2025-04-16,0.9,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_0.9_riskAdjF_0.8_pen_0.4,2025-04-14,2025-04-15,2025-04-16,0.9,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_0.9_riskAdjF_0.9_pen_0.0,2025-04-14,2025-04-15,2025-04-16,0.9,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_0.9_pen_0.1,2025-04-14,2025-04-15,2025-04-16,0.9,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_0.9_pen_0.2,2025-04-14,2025-04-15,2025-04-16,0.9,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_0.9_pen_0.3,2025-04-14,2025-04-15,2025-04-16,0.9,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_0.9_pen_0.4,2025-04-14,2025-04-15,2025-04-16,0.9,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.0_pen_0.0,2025-04-14,2025-04-15,2025-04-16,0.9,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.0_pen_0.1,2025-04-14,2025-04-15,2025-04-16,0.9,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.0_pen_0.2,2025-04-14,2025-04-15,2025-04-16,0.9,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.0_pen_0.3,2025-04-14,2025-04-15,2025-04-16,0.9,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.0_pen_0.4,2025-04-14,2025-04-15,2025-04-16,0.9,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.1_pen_0.0,2025-04-14,2025-04-15,2025-04-16,0.9,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.1_pen_0.1,2025-04-14,2025-04-15,2025-04-16,0.9,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.1_pen_0.2,2025-04-14,2025-04-15,2025-04-16,0.9,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.1_pen_0.3,2025-04-14,2025-04-15,2025-04-16,0.9,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.1_pen_0.4,2025-04-14,2025-04-15,2025-04-16,0.9,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.2_pen_0.0,2025-04-14,2025-04-15,2025-04-16,0.9,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.2_pen_0.1,2025-04-14,2025-04-15,2025-04-16,0.9,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.2_pen_0.2,2025-04-14,2025-04-15,2025-04-16,0.9,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.2_pen_0.3,2025-04-14,2025-04-15,2025-04-16,0.9,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_0.9_riskAdjF_1.2_pen_0.4,2025-04-14,2025-04-15,2025-04-16,0.9,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_0.5_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.0,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.0_riskAdjF_0.5_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.0,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.0_riskAdjF_0.5_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.0,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.0_riskAdjF_0.5_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.0,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.0_riskAdjF_0.5_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.0,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.0_riskAdjF_0.6_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.0,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.0_riskAdjF_0.6_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.0,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.0_riskAdjF_0.6_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.0,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.0_riskAdjF_0.6_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.0,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.0_riskAdjF_0.6_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.0,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.0_riskAdjF_0.7_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.0,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.0_riskAdjF_0.7_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.0,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.0_riskAdjF_0.7_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.0,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.0_riskAdjF_0.7_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.0,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.0_riskAdjF_0.7_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.0,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.0_riskAdjF_0.8_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.0,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.0_riskAdjF_0.8_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.0,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.0_riskAdjF_0.8_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.0,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.0_riskAdjF_0.8_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.0,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.0_riskAdjF_0.8_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.0,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.0_riskAdjF_0.9_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.0,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_0.9_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.0,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_0.9_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.0,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_0.9_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.0,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_0.9_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.0,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.0_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.0,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.0_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.0,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.0_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.0,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.0_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.0,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.0_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.0,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.1_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.0,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.1_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.0,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.1_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.0,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.1_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.0,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.1_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.0,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.2_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.0,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.2_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.0,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.2_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.0,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.2_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.0,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.0_riskAdjF_1.2_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.0,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_0.5_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.1,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.1_riskAdjF_0.5_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.1,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.1_riskAdjF_0.5_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.1,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.1_riskAdjF_0.5_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.1,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.1_riskAdjF_0.5_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.1,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.1_riskAdjF_0.6_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.1,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.1_riskAdjF_0.6_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.1,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.1_riskAdjF_0.6_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.1,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.1_riskAdjF_0.6_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.1,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.1_riskAdjF_0.6_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.1,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.1_riskAdjF_0.7_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.1,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.1_riskAdjF_0.7_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.1,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.1_riskAdjF_0.7_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.1,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.1_riskAdjF_0.7_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.1,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.1_riskAdjF_0.7_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.1,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.1_riskAdjF_0.8_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.1,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.1_riskAdjF_0.8_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.1,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.1_riskAdjF_0.8_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.1,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.1_riskAdjF_0.8_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.1,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.1_riskAdjF_0.8_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.1,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.1_riskAdjF_0.9_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.1,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_0.9_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.1,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_0.9_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.1,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_0.9_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.1,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_0.9_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.1,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.0_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.1,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.0_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.1,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.0_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.1,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.0_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.1,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.0_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.1,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.1_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.1,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.1_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.1,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.1_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.1,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.1_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.1,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.1_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.1,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.2_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.1,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.2_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.1,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.2_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.1,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.2_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.1,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.1_riskAdjF_1.2_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.1,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_0.5_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.2,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.2_riskAdjF_0.5_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.2,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.2_riskAdjF_0.5_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.2,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.2_riskAdjF_0.5_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.2,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.2_riskAdjF_0.5_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.2,0.5,0.010254451223269524,4,4
2025-04-14_portf_rawF_1.2_riskAdjF_0.6_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.2,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.2_riskAdjF_0.6_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.2,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.2_riskAdjF_0.6_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.2,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.2_riskAdjF_0.6_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.2,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.2_riskAdjF_0.6_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.2,0.6,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.2_riskAdjF_0.7_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.2,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.2_riskAdjF_0.7_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.2,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.2_riskAdjF_0.7_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.2,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.2_riskAdjF_0.7_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.2,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.2_riskAdjF_0.7_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.2,0.7,0.023347050550872286,3,3
2025-04-14_portf_rawF_1.2_riskAdjF_0.8_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.2,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.2_riskAdjF_0.8_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.2,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.2_riskAdjF_0.8_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.2,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.2_riskAdjF_0.8_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.2,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.2_riskAdjF_0.8_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.2,0.8,0.026003775190500372,2,2
2025-04-14_portf_rawF_1.2_riskAdjF_0.9_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.2,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_0.9_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.2,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_0.9_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.2,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_0.9_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.2,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_0.9_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.2,0.9,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.0_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.2,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.0_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.2,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.0_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.2,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.0_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.2,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.0_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.2,1.0,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.1_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.2,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.1_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.2,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.1_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.2,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.1_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.2,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.1_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.2,1.1,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.2_pen_0.0,2025-04-14,2025-04-15,2025-04-16,1.2,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.2_pen_0.1,2025-04-14,2025-04-15,2025-04-16,1.2,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.2_pen_0.2,2025-04-14,2025-04-15,2025-04-16,1.2,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.2_pen_0.3,2025-04-14,2025-04-15,2025-04-16,1.2,1.2,0.02604590590916489,1,1
2025-04-14_portf_rawF_1.2_riskAdjF_1.2_pen_0.4,2025-04-14,2025-04-15,2025-04-16,1.2,1.2,0.02604590590916489,1,1
